match_id,player_id,player,team,period,minute,second,x,y,distance,inside_box,play_pattern,outcome,is_goal,shot_type,body_part,technique,first_time,under_pressure,xg
3913158,4660.0,Erin Cuthbert,Chelsea FCW,2,77,4,103.8,46.6,17.5,Inside box,From Corner,Blocked,0,Open Play,Left Foot,Half Volley,False,True,0.051000457
3913158,401930.0,Riko Ueki,West Ham United LFC,2,80,40,103.4,42.3,16.8,Inside box,From Free Kick,Off T,0,Open Play,Left Foot,Volley,True,False,0.070775315
3913158,4660.0,Erin Cuthbert,Chelsea FCW,2,84,57,98.0,49.8,24.1,Outside box,From Throw In,Off T,0,Open Play,Right Foot,Half Volley,False,False,0.0332218
3913158,4660.0,Erin Cuthbert,Chelsea FCW,2,87,17,106.9,31.6,15.6,Inside box,From Corner,Goal,1,Open Play,Right Foot,Half Volley,False,True,0.053660132
3913158,84901.0,Catarina Cantanhede Melônio Macário,Chelsea FCW,2,91,13,102.6,49.4,19.8,Inside box,Regular Play,Saved,0,Open Play,Left Foot,Normal,False,False,0.04196679
3913158,4660.0,Erin Cuthbert,Chelsea FCW,2,93,41,88.4,39.1,31.6,Outside box,From Throw In,Blocked,0,Open Play,Right Foot,Normal,False,False,0.02040927
3913183,34499.0,Hanna Ulrika Bennison,Everton LFC,1,1,5,89.8,43.5,30.4,Outside box,Regular Play,Off T,0,Open Play,Right Foot,Normal,False,False,0.027407372
3913183,10088.0,Katrine Veje,Everton LFC,1,4,3,96.8,20.1,30.6,Outside box,From Free Kick,Off T,0,Open Play,Left Foot,Normal,False,True,0.008306959
3913183,46459.0,Katja Snoeijs,Everton LFC,1,15,37,102.9,42.8,17.3,Inside box,Regular Play,Goal,1,Open Play,Right Foot,Normal,False,True,0.12076121
3913183,32229.0,Sara Holmgaard,Everton LFC,1,22,12,107.7,34.1,13.6,Inside box,From Throw In,Goal,1,Open Play,Right Foot,Normal,True,False,0.134307
3913183,185545.0,Brooke Aspin,Bristol City WFC,1,27,34,113.5,36.5,7.4,Inside box,From Corner,Blocked,0,Open Play,Head,Normal,False,True,0.10232785
3913183,46459.0,Katja Snoeijs,Everton LFC,1,34,55,108.7,34.2,12.7,Inside box,Regular Play,Blocked,0,Open Play,Left Foot,Normal,False,False,0.12527737
3913183,32229.0,Sara Holmgaard,Everton LFC,1,45,28,115.2,36.1,6.2,Inside box,From Corner,Off T,0,Open Play,Head,Normal,False,False,0.12207652
3913183,46738.0,Emma Bissell,Everton LFC,2,47,28,113.3,42.6,7.2,Inside box,From Free Kick,Goal,1,Open Play,Right Foot,Volley,True,False,0.33148617
3913183,185543.0,Ffion Morgan,Bristol City WFC,2,48,45,100.0,40.7,20.0,Outside box,Regular Play,Saved,0,Open Play,Right Foot,Normal,False,False,0.066519424
3913183,46459.0,Katja Snoeijs,Everton LFC,2,51,57,110.8,41.8,9.4,Inside box,Regular Play,Off T,0,Open Play,Right Foot,Half Volley,True,False,0.18715808
3913183,34499.0,Hanna Ulrika Bennison,Everton LFC,2,57,14,97.8,47.7,23.5,Outside box,Regular Play,Saved,0,Open Play,Left Foot,Normal,False,False,0.06793501
3913183,45737.0,Martina Piemonte,Everton LFC,2,61,55,110.6,37.5,9.7,Inside box,Regular Play,Blocked,0,Open Play,Left Foot,Normal,True,True,0.16542906
3913183,32229.0,Sara Holmgaard,Everton LFC,2,63,28,95.4,37.5,24.7,Outside box,Regular Play,Off T,0,Open Play,Left Foot,Normal,True,False,0.043653928
3913183,45737.0,Martina Piemonte,Everton LFC,2,69,1,112.4,36.8,8.2,Inside box,From Throw In,Blocked,0,Open Play,Head,Normal,False,False,0.08451985
3913183,10088.0,Katrine Veje,Everton LFC,2,69,6,100.1,27.1,23.7,Outside box,From Throw In,Saved,0,Open Play,Left Foot,Normal,True,False,0.03734203
3913183,15788.0,Amalie Grønbak Thestrup,Bristol City WFC,2,72,9,86.2,39.4,33.8,Outside box,Regular Play,Saved,0,Open Play,Left Foot,Normal,False,False,0.023117121
3913183,424095.0,Eleanor Dale,Everton LFC,2,77,8,109.3,50.6,15.1,Inside box,Other,Off T,0,Open Play,Right Foot,Normal,True,True,0.25113347
3913183,45737.0,Martina Piemonte,Everton LFC,2,86,4,111.3,39.3,8.7,Inside box,From Free Kick,Blocked,0,Open Play,Left Foot,Normal,True,True,0.11576851
3913183,18254.0,Megan Finnigan,Everton LFC,2,86,37,109.1,46.0,12.4,Inside box,From Corner,Off T,0,Open Play,Head,Normal,False,True,0.032170147
3913183,46459.0,Katja Snoeijs,Everton LFC,2,87,30,104.7,46.8,16.7,Inside box,Regular Play,Off T,0,Open Play,Right Foot,Normal,False,False,0.47088757
3913183,45737.0,Martina Piemonte,Everton LFC,2,93,5,105.1,43.7,15.4,Inside box,Regular Play,Goal,1,Open Play,Right Foot,Normal,True,False,0.15063637
3913177,10163.0,Leila Ouahabi El Ouahabi,Manchester City WFC,1,4,48,108.9,33.7,12.8,Inside box,Regular Play,Off T,0,Open Play,Left Foot,Normal,True,False,0.16451193
3913177,32210.0,Laia Aleixandri López,Manchester City WFC,1,11,1,110.4,45.0,10.8,Inside box,From Free Kick,Blocked,0,Open Play,Head,Normal,False,True,0.044267755
3913177,32210.0,Laia Aleixandri López,Manchester City WFC,1,11,3,112.9,50.8,12.9,Inside box,From Free Kick,Blocked,0,Open Play,Right Foot,Half Volley,True,False,0.036476936
3913177,10252.0,Alex Greenwood,Manchester City WFC,1,11,47,111.7,36.1,9.2,Inside box,From Corner,Wayward,0,Open Play,Head,Normal,False,True,0.064688005
3913177,10163.0,Leila Ouahabi El Ouahabi,Manchester City WFC,1,11,48,118.0,35.7,4.7,Inside box,From Corner,Saved,0,Open Play,Head,Normal,False,True,0.25128102
3913177,10516.0,Frida Maanum,Arsenal WFC,1,12,38,109.2,53.9,17.6,Inside box,From Throw In,Saved,0,Open Play,Right Foot,Normal,True,True,0.07974093
3913177,62906.0,Cloé Zoé Eyja Lacasse,Arsenal WFC,1,12,45,110.3,39.3,9.7,Inside box,From Throw In,Blocked,0,Open Play,Head,Normal,False,True,0.06683753
3913177,15555.0,Lauren Hemp,Manchester City WFC,1,16,49,109.5,31.7,13.4,Inside box,From Keeper,Goal,1,Open Play,Left Foot,Normal,False,False,0.09545181
3913177,10252.0,Alex Greenwood,Manchester City WFC,1,19,39,115.9,34.0,7.3,Inside box,From Corner,Off T,0,Open Play,Head,Normal,False,True,0.08946495
3913177,15570.0,Chloe Kelly,Manchester City WFC,1,33,32,94.9,49.4,26.8,Outside box,From Free Kick,Blocked,0,Open Play,Right Foot,Normal,False,False,0.025016896
